City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
513,Yulara,AU,87.64,broken clouds,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
514,Antsohihy,MG,77.0,moderate rain,-14.8796,47.9875,Hotel de Ville
517,Sungaipenuh,ID,65.64,light rain,-2.0833,101.3833,penginapan citra alam
518,Sao Filipe,CV,74.71,clear sky,14.8961,-24.4956,Hotel Xaguate
519,Upington,ZA,62.98,clear sky,-28.4478,21.2561,River Place Manor
520,Armidale,AU,67.8,light rain,-30.5167,151.65,Abbotsleigh Motor Inn
527,Coari,BR,75.6,overcast clouds,-4.085,-63.1414,HOTEL ALEX FLAT
528,Harper,LR,80.31,broken clouds,4.375,-7.7169,Screensaver
530,Sekoma,BW,66.72,moderate rain,-24.4,23.8833,
531,Puerto Madryn,AR,68.05,clear sky,-42.7692,-65.0385,Hotel Tolosa
533,Kalmunai,LK,74.23,overcast clouds,7.4167,81.8167,VS Villa
534,Phan Thiet,VN,76.39,few clouds,10.9333,108.1,Hotel Saigon-PT
536,Conde,BR,80.06,scattered clouds,-7.2597,-34.9075,Pousada Beija Flor
539,Pontes E Lacerda,BR,72.18,heavy intensity rain,-15.2261,-59.3353,Hotel Bressan
540,Mombasa,KE,75.81,moderate rain,-4.0547,39.6636,Marigold Guest House
541,Basse-Pointe,MQ,79.84,clear sky,14.8695,-61.115,Residence HYBRIDES
543,Vredendal,ZA,65.35,broken clouds,-31.6683,18.5012,Tharrakamma Guest House
544,Lethem,GY,78.64,moderate rain,3.3803,-59.7968,Savannah Inn
547,Turiacu,BR,78.35,overcast clouds,-1.6633,-45.3717,Pousada Maranata
548,Coquimbo,CL,63.07,scattered clouds,-29.9533,-71.3436,Punto de encuentro
553,Progreso,MX,69.75,clear sky,21.2833,-89.6667,Playa Linda Hotel
555,Port Keats,AU,89.31,overcast clouds,-14.25,129.55,TDC Village (Hundred Man Camp)
557,Biltine,TD,68.27,clear sky,14.5333,20.9167,Hôtel Trois Étoiles de Biltine
559,Imbituba,BR,73.29,clear sky,-28.24,-48.6703,Praia Hotel Imbituba
560,Santa Maria,BR,72.7,clear sky,-29.6842,-53.8069,Hotel Morotin
563,San Cristobal,VE,75.38,overcast clouds,7.7669,-72.225,Posada Villaven C.A.
568,Collie,AU,79.83,few clouds,-33.3667,116.15,Collie Ridge
571,Jalingo,NG,74.53,clear sky,8.8833,11.3667,Debright Motel
573,Barranca,PE,68.88,overcast clouds,-10.75,-77.7667,El Olivar Hospedaje
575,Galesong,ID,80.62,broken clouds,-5.3166,119.3661,Sapriadi Appy
577,Port Blair,IN,75.97,overcast clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
581,Ambanja,MG,77.07,light rain,-13.6833,48.45,Hotel Salama and Fast Food
583,Boffa,GN,77.5,overcast clouds,10.1667,-14.0333,Hôtel Niara Belly
584,Road Town,VG,78.89,few clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
585,Muisne,EC,74.73,overcast clouds,0.6,-80.0333,Quinta Samay
590,Manama,BH,66.18,clear sky,26.2154,50.5832,Al Safir Hotel
594,Cotonou,BJ,80.49,overcast clouds,6.3654,2.4183,Novotel Cotonou Orisha
595,Santa Maria Del Oro,MX,60.28,overcast clouds,25.9333,-105.3667,Hotel Palacio Del Sol
597,Kruisfontein,ZA,61.88,light rain,-34.0033,24.7314,Oyster Bay House Rental
600,Domoni,KM,79.52,broken clouds,-12.2569,44.5319,Al Djadid
601,Vilhena,BR,69.98,overcast clouds,-12.7406,-60.1458,Hotel Mirage
602,Christchurch,NZ,66.47,scattered clouds,-43.5333,172.6333,The George
603,Sabang,ID,80.06,overcast clouds,5.8933,95.3214,Hotel Citra
604,Puerto Baquerizo Moreno,EC,69.82,overcast clouds,-0.9,-89.6,Hotel los Algarrobos
605,Mikumi,TZ,71.69,overcast clouds,-7.4041,36.9831,Morio Motel and Campsite
606,General Roca,AR,84.6,clear sky,-39.0333,-67.5833,Hotel y Casino del Río General Roca
607,Cascais,PT,61.16,overcast clouds,38.6979,-9.4215,Hotel Vila Galé Cascais
608,Cabedelo,BR,81.27,broken clouds,-6.9811,-34.8339,Hotel Pigalle
609,Ixtapa,MX,69.49,clear sky,20.7,-105.2,Hotel Plaza Providencia
616,Ratnapura,LK,72.73,overcast clouds,6.6828,80.3992,Hotel Helenium
621,Bangassou,CF,70.02,broken clouds,4.7413,22.8184,
626,Xique-Xique,BR,77.58,scattered clouds,-10.8218,-42.7263,Hotel J. Macedo
629,Chiredzi,ZW,70.16,overcast clouds,-21.05,31.6667,Clevers Hotel Chiredzi
630,Chokwe,MZ,76.78,overcast clouds,-24.5333,32.9833,Complexo Sonho Real
633,Mount Gambier,AU,66.11,scattered clouds,-37.8333,140.7667,The Commodore
634,Port Hedland,AU,89.65,clear sky,-20.3167,118.5667,The Esplanade Hotel
637,Alibag,IN,71.67,clear sky,18.6411,72.8792,"Radisson Blu Resort & Spa - Alibaug, India"
644,Sao Gotardo,BR,71.62,overcast clouds,-19.3111,-46.0489,HOTEL BOMTEMPO
648,Grand-Santi,GF,72.32,overcast clouds,4.25,-54.3833,Hotel La Villa Couacou
649,Naze,JP,65.32,overcast clouds,28.3667,129.4833,Shishime Hotel
650,Oussouye,SN,75.29,overcast clouds,12.485,-16.5469,Auberge du Routard
651,Te Anau,NZ,61.05,broken clouds,-45.4167,167.7167,Kingsgate Hotel Te Anau
652,Sambava,MG,77.04,overcast clouds,-14.2667,50.1667,Melrose
653,Hoa Binh,VN,60.69,clear sky,20.8133,105.3383,Hoa Dao Hotel
656,Rengo,CL,68.47,clear sky,-34.4167,-70.8667,Hostal Cartagena
658,Itacarambi,BR,70.72,very heavy rain,-15.1022,-44.0919,POUSADA CAMALEÃO
659,Phalodi,IN,62.65,scattered clouds,27.1333,72.3667,"HOTEL NEW GOLDEN PALACE , PHALODI"
